host,process,step_number,step_dates,step_title,step_description
https://participa.gavaciutat.cat,Participaccio,1,04-02-2019 - 24-02-2019,,"Tens entre 16 i 29 anys, estàs empadronat a Gavà i vols fer una proposta? T'expliquem com!Proposa projectes, accions o activitats. Les propostes presentades tindran que complir una sèrie de requisits per poder ser sotmeses a votació en la fase de priorització. Aquestes hauran de ser:1. Públiques: Participació oberta a tota la població jove, sense ser exclusiu d’un col·lectiu específic.2. Incloents: Respectar a les persones i col·lectius sense promoure conductes de segregació, marginalització o violència.3. Realistes:  Per garantir-ne el finançament, la seva execució tindrà com inici i durada màxima l'any 2019..4. Sense ànim de lucre: S’incorporarà com a despesa municipal i no podrà aportar benefici econòmic o empresarial als gestors.5. Gavanenques: S'hauran d'executar al municipi de Gavà.6. Pressupost màxim: 7000€7. Participades: Liderades pels joves amb el suport de les àrees de joventut i participació ciutadana.Pots fer-ho presencialment el dimecres 6 de febrer a les 18h a l'Espai Jove La Casa Gran o en línia del 4 al 24 de febrer a través de la plataforma de participació.Si tens algun dubte o vols més informació, envia un correu electrònic a participa@gava.cat 14.000€ per imaginar i decidir, fem-ho!"
https://participa.gavaciutat.cat,Participaccio,2,11-02-2019 - 03-03-2019,,"Avaluació de propostes per part pels tècnics municipals de participació ciutadana i joventut, els quals donaran resposta sobre si són susceptibles, o no, de ser acceptades pel procés de votació. En aquesta fase és molt important el retorn. No només fer-lo a través de la web, sinó posar-se en contacte amb les persones que les van presentar per explicar la seva viabilitat o no i buscar alternatives a aquelles que no ho siguin per poder donar l’opció de reformular-les perquè puguin ser acceptades per la fase de priorització."
https://participa.gavaciutat.cat,Participaccio,3,04-03-2019 - 24-03-2019,,"Votació i suport a les propostes filtrades a través de la Plataforma Gavà Participa, Gavà Decideix."
https://participa.gavaciutat.cat,Participaccio,4,25-03-2019 - 26-03-2019,,"Tancament de votació, presentació de propostes prioritzades."
https://participa.gavaciutat.cat,Participaccio,5,26-03-2019 - 31-07-2019,,Avaluació i seguiment del procés i de les tres propostes seleccionades.
https://decidim-gualba.diba.cat,Pressupost2020Gualba,1,15-02-2020 - 01-03-2020,FASE 1. INFORMACIÓ DEL PROCÉS,En aquesta fase es presenten públicament els Pressupostos Participatius 2020. S’inicia la campanya informativa per difondre els objectius i els canals de participació ciutadana. En aquesta fase es realitzarà una sessió informativa presencial el dia 15 de febrer.
https://decidim-gualba.diba.cat,Pressupost2020Gualba,2,02-03-2020 - 11-06-2020,FASE 2. RECOLLIDA DE PROPOSTES,"Entre el 2 de març i l'11 de juny s’obre el termini per presentar propostes a la plataforma https://www.decidim-gualba.diba.catHi poden participar totes les persones majors de 16 anys, les entitats constituïdes legalment a Gualba i els centres educatius de GualbaA banda de la plataforma virtual, el dia 4 de juny, de 18 a 20h, a la Masia de Can Figueres, es realitzarà un taller presencial on la ciutadania i les entitats podrà editar les seves propostes i introduir-les a la plataforma ""Decidim Gualba"""
https://decidim-gualba.diba.cat,Pressupost2020Gualba,3,12-06-2020 - 01-07-2020,FASE 3. FILTRATGE TÈCNIC I ECONÒMIC DE PROPOSTES,"Totes les propostes recollides s’avaluaran tan tècnica com econòmicament per la Comissió de Seguiment dels Pressupostos Participatius. Aquesta comissió està formada per tres tècnics de l’Ajuntament, un arquitecte i dos enginyers, no residents a Gualba. La classificació permetrà la unificació de propostes similars o iguals, l’avaluació tècnica i la viabilitat econòmica i garantirà el compliment dels requisits dels Pressupostos Participatius 2020.Una vegada realitzat el filtratge de propostes es realitzarà un retorn a través de la plataforma www.decidim-gualba.diba.cat per donar resposta de les propostes descartades, explicant els motius pels quals no entraran en la fase de priorització de propostes."
https://decidim-gualba.diba.cat,Pressupost2020Gualba,4,02-07-2020 - 24-07-2020,FASE 4. PRIORITZACIÓ i VOTACIÓ DE PROPOSTES,"Durant aquesta fase les persones majors de 16 anys, empadronades a Gualba, podran donar suport a aquelles propostes que considerin més rellevants.La priorització es realitzarà a través de la plataforma ""Decidim Gualba"" i amb una sessió de treball presencial el dia 16 de juliol de 2020, on s'ajudarà als ciutadans que necessitin suports i aclariments en aquesta fase del procés. Cada ciutadà i ciutadana tindrà un vot i podrà donar suport a un màxim de dues propostes."
https://decidim-gualba.diba.cat,Pressupost2020Gualba,5,30-07-2020 - 31-07-2020,FASE 5. RESULTATS,El dia 30 de juliol de 2020 es farà una presentació dels resultats.
https://decidim-gualba.diba.cat,Pressupost2020Gualba,6,01-08-2020 - ?,FASE 6. EXECUCIÓ I SEGUIMENT DE LES PROPOSTES,Inici de l’execució i seguiment de les propostes més votades.Es podrà fer el seguiment de la seva execució a través d'aquesta plataforma.
https://www.decidimmataro.cat,trtyrt,1,22-05-2017 - 27-06-2017,PROPOSTA,"La fase de proposta és el moment de pensar en quines propostes els ciutadans invertirien 500.000€ del pressupost d’inversions municipal. Durant més d’un mes s'obre la fase de recollida de propostes perquè cadascun dels Consells Municipals de Participació i les persones més grans de 16 anys, de Mataró i de fora de la ciutat, puguin presentar un màxim de 2 propostes.Durant aquest període es portaran a terme diferents sessions informatives obertes a la ciutadania per informar del funcionament dels pressupostos participatius i de com presentar les propostes.Les propostes es podran fer a la plataforma www.decidimmataro.cat o de manera presencial a les OFIAC (Oficines d'Atenció al Ciutadà ) de la ciutat."
https://www.decidimmataro.cat,trtyrt,2,30-06-2017 - 14-07-2017,RECOLLIDA DE SUPORTS,"Durant 15 dies tots els ciutadans/es majors de 16 anys, empadronats a la ciutat abans del dia 22 de maig, podran donar suport a les propostes presentades a la fase anterior. Les propostes realitzades pels consells municipals de participació no necessitaran rebre suports per passar a la fase següent, però les realitzades pels ciutadans/es necessitaran un mínim de 125 suports i aconseguir estar entre les 10 primeres amb més suports, per superar-les. Cada ciutadà/na podrà donar un màxim de 5 suports.Els suports es podran fer a la plataforma www.decidimmataro.cat o presencialment a diferents espais de la ciutat."
https://www.decidimmataro.cat,trtyrt,3,17-07-2017 - 31-10-2017,VALIDACIÓ TÈCNICA,"Les propostes aportades pels consells municipals i les propostes de la ciutadania que hagin superat la fase anterior passaran a ser valorades tècnicament en funció dels criteris prèviament establerts:·     Ser un projecte d’abast de ciutat ·     Ser de competència municipal ·     No contradir els plans aprovats per l'Ajuntament·     Ser ealitzables tècnicament·     Ser viables econòmicament, d’acord amb el pressupost d’inversions assignat i la limitació econòmica per proposta (màxim 250.000 €)·     Respectar el marc jurídic i legal existent·     Ser considerada una inversió (Capítol VI)·     El cost que el projecte sigui assumible en els futurs pressupostosLes que compleixin aquests criteris passaran a la fase següent de priorització per part del Consell de Ciutat.La valoració tècnica de les propostes anirà a càrrec dels responsables dels serveis municipals de l’àmbit corresponent."
https://www.decidimmataro.cat,trtyrt,4,08-01-2018 - 19-01-2018,PRIORITZACIÓ,"El Consell de Ciutat, en sessió plenària, prioritzarà quines de les propostes que hagin superat les fases anteriors passaran a la votació per part de la ciutadania. La decisió la prendran en base als criteris prèviament establerts:·     Perspectiva global de ciutat·     Equilibri territorial·     Equilibri sectorial·     Nombre de població afectada·     Impacte del projecte en la comunitat·     Impacte positiu sobre grups desafavorits, vulnerables...·     Impacte de gènere·     Necessitat de l’actuació en termes socials, ambientals·     Facilitat d’execucióEn un procés de deliberació s’escollirà un total de 12 propostes que passaran a la fase de votació final."
https://www.decidimmataro.cat,trtyrt,5,02-02-2018 - 22-02-2018,VOTACIÓ,"Durant 3 setmanes, les persones més grans de 16 anys i empadronades a la ciutat abans del dia 22 de maig de 2017 podran votar quines de les 12 propostes finalistes decideixen destinar-hi els 500.000 euros del pressupost d’inversions. Cada ciutadà/na podrà votar totes les propostes que consideri, sempre i quan la suma dels seus imports no superi els 500.000 euros.Les propostes més votades, sempre i quan la suma dels seus imports no superi el destinat als pressupostos participatius, seran les escollides per incorporar al pressupost municipal i ser executades durant l’any 2018.La votació es podrà fer a la plataforma www.decidimmataro.cat o presencialment a diferents espais de la ciutat."
https://www.decidimmataro.cat,trtyrt,6,26-02-2018 - 11-03-2018,RETORN,"Durant tot el procés i en cadascuna de les seves fases, s’anirà informant dels resultats d’aquestes, amb retorns parcials quantitatius i complerts al final de tot el procés.En tot moment i de forma actualitzada, entrant a la plataforma www.decidimmataro.cat es podrà seguir el desenvolupament del procés."
https://decidim-montmelo.diba.cat,pressupostosparticipatius,1,29-04-2019 - 08-06-2019,CAMPANYA INFORMATIVA I RECOLLIDA DE PROPOSTES,"En aquesta etapa, es presenta públicament el procés de Pressupostos Participatius, i s’inicia la campanya informativa per difondre els seus objectius i els canals de participació entre la ciutadania. Durant aquesta etapa es podran presentar les propostes generades per la ciutadania del municipi a títol individual. Els ciutadans/es a títol individual, aquests podran fer un total de 2 propostes per persona (en el cas de presentar-ne més de 2 només es consideraran vàlides les 2 primeres publicacions). En aquesta etapa, també podran fer propostes aquells ciutadans/es majors de 16 anys que no estiguin empadronats a la ciutat. Les propostes s’han de consignar en una fitxa formulari que haurà de contenir obligatòriament els següents apartats: Nom i cognoms de la persona o Consell de Participació que fa la proposta DNI (en el cas dels ciutadans/es a títol individual) Adreça de correu electrònic (en el cas dels ciutadans/es a títol individual) Títol de la proposta (màx. 15 paraules) Necessitat a les que vol respondre (màx. 30 paraules) Destinataris de la proposta (màx. 20 paraules) Descripció (màx. 500 paraules) Àmbit A la plataforma on-line els apartats de Necessitats a les que vol respondre i destinataris constaran a l’apartat de Descripció. Les fitxes formulari es podran presentar presencialment a les OAC, la Torreta i el Casal de la Gent Gran o via telemàtica a través de la plataforma on-line decidim-montmelo.diba.cat dels Pressupostos participatius. L’Ajuntament proposarà les propostes que cregui convenients. Les propostes es podran publicar fins el 8 de juny a les 23.59h. En el cas que una proposta pugui ser ofensiva, discriminatòria per raó de naixement, raça, sexe, religió, opinió o qualsevol altra condició o circumstància personal o social, aquesta pot ser denunciada pels usuaris/es de la plataforma, i l’Ajuntament es reserva el dret de retirar-la del decidim-montmelo.diba.cat."
